,long,short
2019-01-01,"{'COV': 0.0, 'CHK': 0.425, 'AVP': 0.5743243243243243, 'QEP': 0.5063757016989476, 'POM': -0.03498272920221391, 'DNR': 0.23030303030303026, 'GAS': 0.019744483159117306, 'AMZN': 0.17303439803439802, 'IVZ': 0.1095334685598378, 'JEF': 0.2131681877444589, 'NE': 0.29411764705882354, 'HUM': 0.09061419456029665, 'THC': 0.3034973325429755, 'BA': 0.21960031245931508, 'FOSL': 0.10058403634003898}","{'BAC': -0.1825226000860955, 'PCG': 0.44798301486199577, 'SWN': -0.30838323353293423}"
2019-02-01,"{'COV': 0.0, 'PCG': 0.3222049689440994, 'EMC': 0.6457110409722427, 'FTR': 0.5326633165829144, 'POM': 0.08981981498084941, 'HAR': 0.014814814814814815, 'DNR': -0.06341463414634142, 'GME': 0.03448244339010323, 'KMX': 0.057021276595744706, 'GAS': 0.11211778029445074, 'CLX': 0.053548076261270575, 'MKC': 0.09913544668587901, 'DD': 0.010563863355741474, 'PFE': 0.011010521164668531, 'HRB': 0.020563254358515748}","{'BBBY': -0.10056657223796034, 'XRX': -0.09060773480662987, 'NBR': -0.09086471408647141}"
2019-03-01,"{'COV': 0.0, 'DNR': 0.05670103092783499, 'NWL': -0.05750165234633185, 'RRC': 0.04323308270676683, 'FOSL': -0.1332912192040429, 'CNX': 0.005602240896358424, 'DO': 0.09613375130616508, 'HAR': -0.02926829268292683, 'AGN': 0.05749926188367302, 'NE': -0.04651162790697664, 'PCG': 0.04093567251461984, 'UNH': 0.01903723582690381, 'CVS': -0.07256764020784813, 'XEC': -0.03446808510638308, 'PXD': 0.07845954878574499}","{'PBI': 0.05110805576499459, 'GNW': 0.02295918367346935, 'CMG': -0.16425176200622835}"
2019-04-01,"{'COV': 0.0, 'FTR': 0.41791044776119424, 'DNR': 0.06190476190476185, 'BIIB': -0.04111766428242768, 'PCG': 0.2802728823194997, 'GME': -0.15937803692905722, 'CHK': -0.0761904761904762, 'URI': 0.21913660351241443, 'HUM': -0.04800721235115125, 'CTL': -0.05442804428044279, 'MNST': 0.0959911732254505, 'CAH': 0.0008554319931565259, 'BA': -0.021021339844994203, 'GE': 0.015030060120240515, 'HD': 0.055484216158373484}","{'HOT': 0.017828200972447326, 'XRX': -0.025787965616045804, 'PBI': -0.028935221041544015}"
2019-05-01,"{'COV': 0.0, 'VZ': -0.05029154518950446, 'REGN': -0.1204524253731343, 'EMC': 0.06302521008403361, 'MNK': -0.4349804941482445, 'THC': -0.08145421076852276, 'ISRG': -0.09139774437559858, 'NE': -0.2651515151515152, 'DVN': -0.23750000000000004, 'JWN': -0.2269703172978505, 'CSCO': -0.07088933897993005, 'GRMN': -0.0672640080767289, 'CHK': -0.33793103448275863, 'ORCL': -0.08537258509659615, 'PNR': -0.10977835723598438}","{'GAS': 0.07535460992907801, 'CMG': 0.04193885550039193, 'PBI': 0.40978216193999173}"
2019-06-01,"{'COV': 0.0, 'DNR': -0.17333333333333334, 'CHK': 0.005154639175257732, 'NE': -0.0459183673469387, 'FTR': -0.06417112299465245, 'POM': -0.1503532378642282, 'RIG': 0.023961661341853093, 'NBR': 0.22364882449900247, 'ISRG': 0.13332901218563648, 'AGN': 0.3723546075654059, 'URI': 0.1844079299874977, 'WHR': 0.2380178716490657, 'PCG': 0.3325581395348839, 'URBN': 0.017441860465116307, 'VFC': 0.07366830374008322}","{'HOT': -0.10260336906584992, 'FLR': -0.21378288254909225, 'AVP': -0.034759358288770026}"
2019-07-01,"{'COV': 0.0, 'POM': 0.06779743608235565, 'DNR': -0.1307692307692309, 'GME': -0.27305605786618453, 'CHK': -0.11707317073170732, 'REGN': -0.040458423853153305, 'SWN': -0.31464174454828653, 'LLY': -0.021196549825656105, 'FTR': -0.24999999999999997, 'BA': -0.06495898208605383, 'NE': 0.1435897435897436, 'ZBH': 0.1374142748285497, 'CLX': 0.06425568826316137, 'GWW': 0.07978964891041175, 'RL': -0.0984244999114888}","{'FTI': -0.04673998428908082, 'GNW': -0.023076923076923155, 'EMC': 0.14814814814814814}"
2019-08-01,"{'COV': 0.0, 'GME': -0.012437810945273478, 'FTR': -0.4202898550724637, 'DNR': 0.0, 'SWN': -0.28181818181818186, 'ALXN': -0.11224669603524225, 'VAR': -0.09669992325402907, 'RL': -0.1506296733569461, 'HAR': 0.12084592145015106, 'POM': 0.0, 'COG': -0.10192102454642478, 'DLTR': 0.0007885657959585835, 'PKI': -0.040697674418604654, 'CHK': -0.19101123595505617, 'MHK': -0.04421577297210387}","{'NE': 0.26605504587155965, 'AVP': -0.014018691588784955, 'HOT': 0.13317757009345793}"
2019-09-01,"{'COV': 0.0, 'FTR': 0.08749999999999994, 'IFF': 0.1315199102636006, 'PXD': 0.04775541143771584, 'AN': 0.07734806629834255, 'NBR': 0.1115571776155718, 'MHK': 0.0620612908748502, 'PCG': -0.03567984570877524, 'PRU': 0.137022397891963, 'TPR': 0.2953500255493102, 'EOG': 0.02283552815914836, 'OI': 0.022110552763819163, 'PVH': 0.16781548250265108, 'FFIV': 0.09960845732184796, 'BLK': 0.06702366979655719}","{'KR': -0.09779316313284299, 'F': 0.002252252252252404, 'UHS': -0.03582902640033521}"
2019-10-01,"{'COV': 0.0, 'FTR': 0.045977011494252915, 'HOT': 0.5758513931888545, 'MAT': 0.04097646033129894, 'BLK': 0.03607113392611607, 'RRC': 0.055263157894736833, 'MRK': 0.029415339735018864, 'SBUX': -0.0459388246076298, 'STX': 0.0745672436750999, 'OI': -0.1793372319688109, 'DIS': -0.00669127826488236, 'BLL': -0.041103448275862126, 'ABT': -0.0009639715628388758, 'MRO': -0.06769983686786298, 'KSU': 0.05402550365954876}","{'MNK': -0.24409448818897642, 'URBN': -0.015569709837225679, 'GME': 0.035460992907801296}"
2019-11-01,"{'COV': 0.0, 'RRC': -0.14108910891089105, 'MRO': 0.004329004329004236, 'OI': 0.16449704142011842, 'FTI': -0.0494590417310665, 'DNR': -0.01980198019801982, 'POM': 0.01694984630917877, 'BLK': 0.06122717119957951, 'SBUX': 0.012694610778443142, 'PSA': -0.058517495395948346, 'EIX': 0.10131728736379894, 'ANTM': 0.07179544858096193, 'WDC': -0.028577059519117123, 'PAYX': 0.02332890124501381, 'GIS': 0.04572683706070286}","{'DO': -0.056074766355140325, 'HOT': -0.0, 'CPRI': -0.18886043533930866}"
2019-12-01,"{'COV': 0.0, 'FTR': 0.34848484848484845, 'QEP': 0.3719412724306689, 'RRC': 0.3661971830985915, 'FOSL': 0.06056527590847916, 'MNK': -0.08398950131233592, 'PCG': 0.4454787234042553, 'KSS': 0.09372217275155834, 'COG': 0.08786346396965869, 'MAT': 0.15319148936170218, 'ADS': 0.04966887417218543, 'EQT': 0.23885714285714285, 'PEAK': -0.009141846063108087, 'BLK': 0.021918429625963947, 'FCX': 0.15357458075904679}","{'GME': 0.042519685039370016, 'PDCO': -0.04968287526427049, 'CNX': -0.2733812949640287}"
